EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, CNT, VALID, DT, TRIG
-25.688,-17.966,-11.636,21.307,-1.021,5.513,-0.961,-29.672,92029.000,1.000,2.470,0.000
-27.212,-19.597,-13.627,18.535,-0.731,3.471,-0.775,-32.736,92030.000,1.000,4.003,0.000
-29.975,-20.742,-15.506,15.087,-1.009,0.949,-0.944,-34.858,92031.000,1.000,14.079,0.000
-36.035,-24.818,-20.155,9.238,-2.785,-2.668,-2.541,-38.122,92032.000,1.000,0.017,0.000
-40.282,-30.311,-24.873,3.527,-3.885,-4.251,-3.636,-41.237,92033.000,1.000,2.533,0.000
-38.582,-33.721,-25.563,1.431,-3.099,-2.150,-2.962,-39.531,92034.000,1.000,0.018,0.000
-31.892,-36.837,-24.364,-0.026,-2.142,-0.251,-2.021,-36.699,92035.000,1.000,13.381,0.000
-23.883,-42.451,-24.213,-3.184,-2.307,-2.171,-2.053,-37.634,92036.000,1.000,4.654,0.000
-18.387,-49.857,-26.534,-9.557,-3.172,-9.415,-2.786,-44.180,92037.000,1.000,0.011,0.000
-13.286,-51.780,-26.263,-13.417,-3.850,-15.942,-3.626,-48.908,92038.000,1.000,0.004,0.000
-4.153,-47.335,-22.185,-13.538,-4.634,-18.646,-4.680,-50.219,92039.000,1.000,3.384,0.000
8.754,-41.944,-16.790,-12.417,-5.466,-19.841,-5.436,-50.021,92040.000,1.000,0.009,0.000
20.403,-38.549,-11.148,-12.509,-5.742,-21.115,-5.498,-50.360,92041.000,1.000,12.918,0.000
25.906,-37.242,-6.031,-13.151,-6.181,-22.864,-6.005,-52.345,92042.000,1.000,15.105,0.000
25.613,-36.423,-2.916,-13.685,-7.129,-25.300,-7.230,-55.563,92043.000,1.000,0.018,0.000
24.396,-31.150,1.221,-11.031,-6.999,-24.902,-7.268,-53.600,92044.000,1.000,0.004,0.000
24.310,-21.817,6.704,-5.846,-5.844,-20.760,-6.054,-45.974,92045.000,1.000,2.386,0.000
23.682,-13.743,9.516,-1.248,-5.245,-15.978,-5.320,-39.610,92046.000,1.000,3.082,0.000
21.700,-9.559,8.320,2.399,-4.937,-12.070,-4.934,-37.604,92047.000,1.000,0.011,0.000
18.600,-7.392,6.751,6.559,-4.131,-9.060,-4.151,-36.276,92048.000,1.000,1.914,0.000
14.769,-5.758,6.969,10.945,-2.914,-7.405,-3.089,-32.799,92049.000,1.000,9.027,0.000
10.838,-4.209,7.277,13.919,-1.567,-7.298,-1.886,-29.233,92050.000,1.000,5.523,0.000
6.690,-2.070,6.017,15.769,-0.821,-7.710,-1.070,-26.539,92051.000,1.000,0.009,0.000
1.684,0.469,3.764,18.243,-0.522,-6.455,-0.598,-22.825,92052.000,1.000,1.890,0.000
-3.837,1.783,1.566,22.624,0.213,-2.678,0.202,-16.953,92053.000,1.000,2.544,0.000
-8.767,-2.477,-2.298,24.743,0.920,-0.834,0.913,-14.426,92054.000,1.000,3.460,0.000
-13.979,-11.044,-7.336,24.127,1.188,-2.725,1.235,-14.972,92055.000,1.000,6.554,0.000
-20.786,-19.089,-12.341,22.252,1.586,-5.399,1.667,-15.765,92056.000,1.000,9.092,0.000
-26.642,-24.648,-16.091,21.148,2.052,-5.594,2.056,-15.499,92057.000,1.000,0.012,0.000
-28.500,-28.934,-18.528,19.635,1.730,-3.913,1.711,-16.062,92058.000,1.000,2.395,0.000
-29.034,-34.159,-20.956,16.518,0.301,-2.023,0.382,-16.502,92059.000,1.000,0.014,0.000
-30.911,-43.245,-26.150,9.241,-1.615,-2.935,-1.610,-19.285,92060.000,1.000,8.493,0.000
-30.638,-52.871,-31.659,1.688,-2.715,-5.929,-2.876,-23.264,92061.000,1.000,2.419,0.000
-25.719,-55.434,-33.068,-1.449,-2.246,-6.873,-2.295,-25.136,92062.000,1.000,5.046,0.000
-18.361,-51.302,-30.167,-0.863,-1.513,-5.456,-1.383,-24.559,92063.000,1.000,3.528,0.000
-10.388,-50.479,-28.516,-3.917,-2.226,-7.166,-2.117,-28.071,92064.000,1.000,7.111,0.000
-2.219,-52.892,-28.517,-10.184,-3.682,-12.013,-3.616,-34.302,92065.000,1.000,0.012,0.000
4.500,-51.729,-26.918,-15.389,-4.785,-16.243,-4.652,-38.506,92066.000,1.000,5.351,0.000
10.354,-44.980,-20.430,-16.491,-5.267,-17.106,-5.061,-38.950,92067.000,1.000,9.616,0.000
17.043,-36.075,-10.509,-15.343,-4.826,-15.474,-4.632,-38.945,92068.000,1.000,0.011,0.000
22.264,-27.413,-0.879,-12.831,-3.613,-12.856,-3.518,-38.835,92069.000,1.000,1.882,0.000
22.751,-18.762,6.084,-9.008,-2.811,-9.369,-2.868,-36.925,92070.000,1.000,6.041,0.000
19.237,-11.692,9.782,-5.259,-2.643,-5.688,-2.828,-34.543,92071.000,1.000,7.078,0.000
14.386,-8.607,10.550,-2.705,-2.302,-2.919,-2.478,-33.245,92072.000,1.000,0.012,0.000
9.038,-7.578,9.852,-1.788,-2.429,-1.356,-2.484,-31.766,92073.000,1.000,1.867,0.000
1.802,-8.600,6.927,-4.330,-3.880,-1.892,-3.851,-30.875,92074.000,1.000,13.117,0.000
-6.511,-13.591,1.376,-9.427,-4.990,-3.819,-4.901,-32.565,92075.000,1.000,0.012,0.000
-13.717,-18.553,-3.906,-11.283,-4.543,-3.637,-4.304,-32.770,92076.000,1.000,1.875,0.000
-19.516,-19.554,-7.531,-8.739,-3.757,-0.622,-3.383,-29.040,92077.000,1.000,2.448,0.000
-25.300,-19.896,-10.767,-4.917,-3.285,2.845,-2.890,-24.267,92078.000,1.000,5.009,0.000
-31.972,-25.659,-16.591,-4.978,-2.497,3.000,-2.123,-24.586,92079.000,1.000,2.545,0.000
-36.863,-33.635,-22.376,-6.509,-0.957,1.536,-0.739,-26.012,92080.000,1.000,6.009,0.000
-38.179,-38.882,-24.859,-7.188,0.219,1.430,0.147,-24.726,92081.000,1.000,4.478,0.000
-38.379,-43.368,-25.963,-8.717,-0.019,1.245,-0.312,-23.358,92082.000,1.000,0.011,0.000
-37.370,-46.818,-26.797,-11.020,-0.671,1.210,-1.014,-23.994,92083.000,1.000,2.938,0.000
-33.457,-46.175,-25.616,-9.933,-1.105,4.323,-1.356,-22.726,92084.000,1.000,14.666,0.000
-28.430,-46.793,-26.100,-10.168,-1.638,6.404,-1.884,-23.237,92085.000,1.000,0.013,0.000
-22.629,-49.611,-27.854,-13.349,-1.856,5.678,-2.155,-25.506,92086.000,1.000,2.371,0.000
-15.891,-49.130,-27.957,-17.211,-1.883,4.829,-2.124,-26.572,92087.000,1.000,0.008,0.000
-11.692,-44.024,-26.240,-19.391,-2.178,5.259,-2.372,-25.797,92088.000,1.000,1.952,0.000
-12.984,-40.328,-26.849,-22.171,-2.621,4.383,-2.783,-28.054,92089.000,1.000,12.562,0.000
-15.718,-40.166,-29.821,-24.649,-2.777,2.051,-2.869,-32.289,92090.000,1.000,3.063,0.000
-14.219,-38.871,-30.867,-25.336,-3.427,-0.013,-3.525,-35.234,92091.000,1.000,0.009,0.000
-9.918,-34.468,-28.070,-24.719,-4.970,-1.617,-5.110,-37.254,92092.000,1.000,1.923,0.000
-7.735,-31.718,-24.464,-25.356,-5.970,-3.754,-6.005,-40.598,92093.000,1.000,3.424,0.000
-8.519,-31.662,-20.933,-25.550,-5.697,-4.648,-5.579,-41.121,92094.000,1.000,14.049,0.000
-9.443,-30.717,-16.941,-22.310,-4.547,-1.913,-4.459,-35.606,92095.000,1.000,3.017,0.000
-9.856,-29.136,-14.628,-19.026,-3.313,0.556,-3.357,-30.795,92096.000,1.000,0.012,0.000
-11.151,-27.718,-14.098,-18.187,-2.668,-0.345,-2.821,-30.048,92097.000,1.000,15.016,0.000
-12.870,-23.622,-11.067,-15.406,-2.379,0.353,-2.572,-26.307,92098.000,1.000,0.018,0.000
-14.943,-20.414,-7.611,-11.499,-2.697,3.382,-2.896,-19.363,92099.000,1.000,4.451,0.000
-17.664,-23.605,-8.692,-11.961,-3.630,3.320,-3.940,-17.279,92100.000,1.000,2.463,0.000
-20.784,-29.022,-10.993,-13.837,-4.366,1.407,-4.741,-17.979,92101.000,1.000,2.533,0.000
-23.821,-31.347,-10.715,-13.441,-4.160,2.214,-4.365,-16.357,92102.000,1.000,2.446,0.000
-27.117,-31.888,-10.395,-11.164,-3.091,5.254,-3.154,-12.815,92103.000,1.000,2.558,0.000
-31.044,-34.722,-14.945,-10.839,-3.163,5.972,-3.192,-12.643,92104.000,1.000,3.092,0.000
-33.748,-37.858,-21.079,-9.915,-4.549,6.579,-4.541,-12.115,92105.000,1.000,0.010,0.000
-34.037,-39.472,-24.943,-7.826,-4.935,9.452,-4.972,-9.303,92106.000,1.000,13.448,0.000
-33.688,-42.985,-28.020,-7.742,-4.219,10.391,-4.253,-8.187,92107.000,1.000,0.018,0.000
-34.219,-50.339,-31.320,-10.942,-3.554,7.239,-3.408,-10.780,92108.000,1.000,9.571,0.000
-34.200,-55.437,-31.619,-11.886,-3.206,5.420,-2.901,-10.909,92109.000,1.000,0.011,0.000
-31.955,-55.633,-29.789,-10.809,-3.136,5.879,-2.848,-9.464,92110.000,1.000,0.005,0.000
-27.501,-55.025,-27.741,-10.240,-2.924,5.795,-2.752,-9.475,92111.000,1.000,2.298,0.000
-21.947,-55.285,-25.716,-10.816,-2.593,5.056,-2.434,-10.514,92112.000,1.000,2.550,0.000
-16.148,-52.988,-22.647,-10.010,-2.101,5.125,-1.873,-9.708,92113.000,1.000,14.020,0.000
-11.796,-51.374,-21.953,-11.637,-1.955,2.439,-1.777,-12.197,92114.000,1.000,3.071,0.000
-9.902,-51.281,-23.482,-15.240,-2.691,-2.167,-2.506,-17.427,92115.000,1.000,0.017,0.000
-9.203,-46.978,-22.876,-15.172,-3.265,-2.268,-2.871,-18.513,92116.000,1.000,1.887,0.000
-9.674,-41.344,-21.194,-13.086,-3.144,0.357,-2.530,-17.303,92117.000,1.000,2.461,0.000
-11.839,-41.415,-22.922,-15.535,-3.454,-1.351,-2.749,-21.001,92118.000,1.000,9.031,0.000
-14.003,-44.037,-25.599,-20.228,-4.505,-6.566,-4.020,-26.402,92119.000,1.000,0.010,0.000
-14.860,-43.111,-24.422,-21.024,-4.628,-9.991,-4.612,-27.028,92120.000,1.000,31.640,0.000
-13.160,-36.043,-18.034,-15.983,-2.412,-8.153,-2.538,-22.813,92121.000,1.000,0.018,0.000
-9.930,-26.858,-10.171,-8.951,0.039,-2.990,0.293,-18.293,92122.000,1.000,4.937,0.000
-9.660,-22.013,-5.425,-3.612,0.864,2.188,1.483,-15.609,92123.000,1.000,0.010,0.000
-13.798,-22.590,-4.824,-0.377,1.247,6.482,1.808,-13.317,92124.000,1.000,3.040,0.000
-18.595,-27.149,-7.114,-1.104,1.442,7.300,1.712,-14.139,92125.000,1.000,0.008,0.000
-22.174,-33.330,-9.860,-3.679,0.907,4.502,0.948,-17.104,92126.000,1.000,0.004,0.000
-26.095,-39.709,-13.072,-6.346,0.230,0.521,0.099,-19.680,92127.000,1.000,2.280,0.000
-29.712,-45.127,-16.241,-7.528,0.184,-2.357,-0.083,-20.733,92128.000,1.000,2.569,0.000
-31.285,-49.352,-19.367,-8.564,0.230,-4.370,-0.066,-23.353,92129.000,1.000,2.445,0.000
-30.848,-52.359,-22.333,-9.992,-0.103,-5.084,-0.316,-26.117,92130.000,1.000,2.542,0.000
-28.001,-55.277,-24.918,-12.770,-0.082,-4.693,-0.060,-28.197,92131.000,1.000,2.442,0.000
-23.259,-58.313,-26.059,-15.328,0.460,-4.228,0.644,-29.492,92132.000,1.000,2.590,0.000
-20.127,-61.093,-26.793,-17.656,0.796,-5.244,0.889,-31.972,92133.000,1.000,2.420,0.000
-20.548,-61.739,-27.196,-18.571,0.847,-6.705,0.862,-34.352,92134.000,1.000,3.042,0.000
-21.737,-60.843,-28.444,-20.513,0.361,-8.560,0.338,-38.220,92135.000,1.000,0.013,0.000
-20.130,-59.669,-29.402,-22.871,-1.016,-10.324,-1.128,-42.425,92136.000,1.000,10.991,0.000
-16.978,-59.668,-28.858,-24.473,-2.285,-11.920,-2.475,-45.592,92137.000,1.000,2.995,0.000
-13.502,-59.993,-27.030,-25.393,-2.628,-14.069,-2.933,-48.144,92138.000,1.000,0.010,0.000
-8.507,-57.964,-24.949,-26.441,-2.436,-16.530,-2.820,-51.834,92139.000,1.000,6.948,0.000
-3.295,-53.841,-21.696,-25.202,-2.361,-17.412,-2.632,-53.484,92140.000,1.000,2.123,0.000
-1.511,-53.224,-19.256,-24.515,-3.076,-18.793,-3.183,-53.996,92141.000,1.000,2.866,0.000
-4.055,-56.268,-18.837,-26.570,-3.994,-21.065,-4.141,-55.686,92142.000,1.000,3.572,0.000
-7.222,-57.750,-18.412,-28.386,-4.121,-20.798,-4.379,-57.157,92143.000,1.000,7.073,0.000
-8.094,-54.462,-16.124,-26.697,-2.917,-16.471,-3.064,-54.449,92144.000,1.000,0.010,0.000
-9.648,-49.450,-14.119,-22.657,-0.997,-10.822,-0.909,-47.480,92145.000,1.000,7.931,0.000
-13.794,-48.322,-14.970,-19.566,0.305,-6.934,0.589,-41.672,92146.000,1.000,2.427,0.000
-17.768,-50.914,-17.444,-16.792,1.180,-3.902,1.623,-37.951,92147.000,1.000,2.542,0.000
-19.915,-53.009,-18.534,-12.586,2.122,0.022,2.622,-32.941,92148.000,1.000,12.117,0.000
-20.401,-54.334,-18.027,-8.652,2.604,4.046,3.042,-26.555,92149.000,1.000,0.014,0.000
-19.460,-58.575,-19.631,-10.438,2.219,4.758,2.543,-24.808,92150.000,1.000,7.370,0.000
-18.367,-63.641,-21.933,-15.003,1.302,3.393,1.516,-25.678,92151.000,1.000,0.011,0.000
-18.826,-66.218,-22.483,-17.673,0.689,2.350,0.858,-25.834,92152.000,1.000,4.483,0.000
-20.680,-68.626,-23.450,-18.817,0.530,0.615,0.809,-26.718,92153.000,1.000,2.444,0.000
-22.226,-73.670,-26.416,-22.027,-0.136,-2.811,0.245,-31.440,92154.000,1.000,2.151,0.000
-22.291,-77.069,-27.254,-24.824,-0.801,-4.805,-0.628,-35.104,92155.000,1.000,3.853,0.000
-22.132,-76.897,-25.760,-26.778,-0.342,-5.187,-0.607,-36.785,92156.000,1.000,9.652,0.000
-23.962,-76.044,-25.580,-28.678,0.219,-5.613,-0.286,-38.227,92157.000,1.000,0.010,0.000
-27.464,-76.192,-29.374,-32.214,-0.442,-7.211,-0.790,-40.746,92158.000,1.000,1.482,0.000
-29.834,-75.073,-33.701,-35.012,-1.718,-8.922,-1.842,-42.081,92159.000,1.000,3.873,0.000
-29.285,-73.628,-35.635,-36.059,-2.363,-10.230,-2.472,-43.757,92160.000,1.000,9.626,0.000
-26.920,-74.079,-35.279,-35.351,-2.296,-11.205,-2.431,-45.555,92161.000,1.000,0.009,0.000
-24.193,-74.532,-33.621,-34.108,-1.762,-11.509,-1.789,-45.551,92162.000,1.000,5.999,0.000
-20.866,-71.414,-29.428,-30.711,-0.408,-9.054,-0.233,-42.066,92163.000,1.000,0.014,0.000
-18.203,-68.737,-25.862,-29.024,0.486,-7.616,0.886,-41.015,92164.000,1.000,13.370,0.000
-16.710,-67.965,-23.786,-30.322,0.061,-9.781,0.490,-42.792,92165.000,1.000,2.128,0.000
-15.291,-64.768,-20.247,-29.645,-0.092,-10.348,0.106,-40.817,92166.000,1.000,3.497,0.000
-16.175,-61.068,-18.137,-27.173,0.337,-8.888,0.352,-37.306,92167.000,1.000,0.012,0.000
-21.576,-61.259,-21.737,-27.296,0.286,-8.887,0.396,-38.846,92168.000,1.000,5.975,0.000
-28.257,-63.903,-27.645,-28.504,0.348,-7.633,0.740,-42.196,92169.000,1.000,0.010,0.000
-31.123,-66.428,-30.863,-28.139,0.862,-3.960,1.496,-42.249,92170.000,1.000,1.896,0.000
-28.029,-67.073,-29.278,-26.093,1.637,-0.582,2.305,-38.944,92171.000,1.000,11.481,0.000
-22.599,-66.866,-25.656,-22.359,2.852,1.508,3.299,-32.616,92172.000,1.000,2.999,0.000
-20.133,-67.912,-23.996,-18.819,3.493,3.015,3.641,-25.328,92173.000,1.000,0.009,0.000
-20.789,-68.193,-23.012,-15.942,3.413,6.027,3.414,-18.554,92174.000,1.000,1.941,0.000
-21.205,-68.585,-22.563,-15.872,3.912,8.722,3.853,-16.247,92175.000,1.000,8.601,0.000
-20.073,-71.310,-22.915,-17.849,4.373,8.966,4.360,-17.231,92176.000,1.000,4.465,0.000
-18.137,-73.101,-22.623,-19.792,3.905,8.159,4.236,-17.898,92177.000,1.000,0.015,0.000
-16.117,-69.813,-20.570,-19.217,3.665,9.071,4.323,-15.628,92178.000,1.000,9.102,0.000
-14.824,-65.898,-19.990,-18.869,4.033,10.153,4.797,-14.073,92179.000,1.000,3.479,0.000
-14.600,-64.811,-21.341,-19.121,4.293,10.356,4.977,-12.969,92180.000,1.000,0.010,0.000
-16.430,-64.815,-24.230,-21.735,3.999,8.239,4.263,-13.608,92181.000,1.000,1.473,0.000
-21.095,-64.523,-29.025,-27.172,2.786,3.001,2.648,-17.605,92182.000,1.000,11.461,0.000
-26.003,-65.457,-35.297,-33.998,0.702,-3.347,0.524,-24.646,92183.000,1.000,3.048,0.000
-28.009,-65.500,-39.625,-38.325,-1.388,-7.016,-1.383,-29.742,92184.000,1.000,0.011,0.000
-26.158,-62.268,-40.249,-39.129,-2.699,-7.048,-2.434,-31.773,92185.000,1.000,1.890,0.000
-21.264,-58.455,-37.976,-37.422,-3.061,-6.138,-2.657,-32.130,92186.000,1.000,13.625,0.000
-17.112,-58.611,-36.105,-37.329,-2.880,-7.769,-2.477,-33.541,92187.000,1.000,3.462,0.000
-15.001,-59.738,-33.753,-36.444,-2.777,-8.513,-2.376,-34.211,92188.000,1.000,0.011,0.000
-13.205,-58.838,-30.410,-33.030,-3.046,-6.216,-2.633,-34.503,92189.000,1.000,13.437,0.000
-11.583,-57.835,-26.992,-28.619,-2.820,-2.918,-2.508,-34.178,92190.000,1.000,0.018,0.000
-11.085,-58.584,-24.890,-25.718,-1.957,-0.958,-1.935,-33.185,92191.000,1.000,2.995,0.000
-12.187,-60.972,-24.815,-25.799,-1.654,-1.736,-1.772,-34.153,92192.000,1.000,0.009,0.000
-13.945,-63.342,-24.684,-26.696,-1.513,-2.504,-1.454,-35.883,92193.000,1.000,0.004,0.000
-14.259,-64.694,-22.546,-25.950,-0.089,-0.690,0.075,-34.753,92194.000,1.000,2.883,0.000
-12.147,-66.172,-19.993,-24.621,1.680,1.214,1.823,-32.464,92195.000,1.000,3.559,0.000
-7.940,-67.447,-18.500,-24.653,1.904,0.456,2.058,-33.862,92196.000,1.000,13.621,0.000
-3.183,-66.507,-16.229,-23.416,1.211,-0.641,1.372,-35.494,92197.000,1.000,7.539,0.000
0.255,-63.598,-12.781,-19.680,0.810,0.173,1.025,-33.004,92198.000,1.000,0.016,0.000
0.931,-60.591,-10.910,-15.394,0.607,1.668,0.800,-28.092,92199.000,1.000,0.005,0.000
-1.445,-59.084,-12.427,-13.244,1.195,2.493,1.147,-25.506,92200.000,1.000,3.315,0.000
-4.046,-58.672,-14.054,-11.522,2.627,4.035,2.467,-23.242,92201.000,1.000,0.010,0.000
-5.227,-60.383,-15.735,-12.647,2.939,3.486,3.061,-23.105,92202.000,1.000,5.507,0.000
-5.474,-63.056,-18.343,-16.080,1.370,-0.948,1.895,-26.357,92203.000,1.000,15.520,0.000
-4.712,-61.505,-18.926,-16.921,0.194,-3.863,0.825,-29.236,92204.000,1.000,0.016,0.000
-5.834,-54.856,-16.848,-14.074,0.887,-1.793,1.227,-28.030,92205.000,1.000,2.569,0.000
-9.273,-50.060,-16.876,-14.981,1.671,-0.597,1.750,-28.242,92206.000,1.000,0.017,0.000
-10.641,-47.385,-17.764,-18.580,1.278,-1.415,1.358,-29.560,92207.000,1.000,8.994,0.000
-10.141,-44.030,-17.785,-20.573,0.315,-1.253,0.380,-29.361,92208.000,1.000,0.012,0.000
-10.849,-41.816,-18.023,-20.433,-0.430,-1.375,-0.436,-28.316,92209.000,1.000,5.951,0.000
-14.061,-44.354,-22.041,-23.031,-1.228,-6.160,-1.179,-31.918,92210.000,1.000,0.010,0.000
-18.177,-48.739,-27.948,-26.466,-2.179,-12.164,-1.977,-36.653,92211.000,1.000,16.441,0.000
-20.517,-52.313,-31.597,-28.037,-2.819,-15.321,-2.506,-38.144,92212.000,1.000,0.014,0.000
-20.570,-54.987,-31.736,-28.334,-3.011,-17.299,-2.660,-38.639,92213.000,1.000,2.979,0.000
-19.247,-55.293,-29.523,-27.289,-3.004,-19.107,-2.623,-40.290,92214.000,1.000,0.008,0.000
-17.879,-52.527,-26.010,-23.133,-2.880,-18.968,-2.561,-39.771,92215.000,1.000,0.004,0.000
-17.431,-49.455,-22.896,-17.762,-2.556,-17.077,-2.450,-36.489,92216.000,1.000,2.454,0.000
-17.056,-50.714,-22.537,-15.231,-2.889,-16.925,-2.929,-36.659,92217.000,1.000,2.467,0.000
-16.613,-58.076,-25.523,-15.993,-3.951,-20.199,-4.003,-42.810,92218.000,1.000,6.123,0.000
-16.188,-65.797,-27.391,-15.935,-4.272,-22.958,-4.352,-47.642,92219.000,1.000,8.854,0.000
-15.249,-67.892,-24.830,-12.461,-4.056,-21.892,-4.091,-45.954,92220.000,1.000,3.093,0.000
-13.925,-64.698,-20.245,-8.387,-4.259,-19.042,-4.193,-42.898,92221.000,1.000,0.019,0.000
-13.682,-59.209,-16.453,-3.469,-4.250,-15.095,-4.260,-39.428,92222.000,1.000,6.900,0.000
-14.827,-55.355,-15.176,2.018,-3.398,-10.157,-3.614,-34.394,92223.000,1.000,2.544,0.000
-15.085,-53.802,-14.734,7.082,-1.936,-5.121,-2.277,-28.832,92224.000,1.000,2.446,0.000
-14.675,-52.934,-14.715,10.249,-0.431,-1.448,-0.646,-26.116,92225.000,1.000,4.025,0.000
-14.782,-49.654,-14.133,14.333,0.718,2.689,0.680,-22.660,92226.000,1.000,11.620,0.000
-14.668,-43.723,-11.314,19.846,1.669,8.839,1.647,-17.021,92227.000,1.000,0.011,0.000
-15.761,-39.910,-9.321,22.860,1.604,12.175,1.684,-14.284,92228.000,1.000,2.397,0.000
-18.589,-40.133,-11.389,20.477,0.257,9.202,0.542,-17.849,92229.000,1.000,0.013,0.000
-20.280,-39.231,-12.306,19.010,-0.314,7.111,0.041,-19.745,92230.000,1.000,9.509,0.000
-19.518,-39.059,-11.728,17.496,0.142,7.178,0.389,-20.363,92231.000,1.000,2.433,0.000
-16.378,-40.623,-10.619,15.330,0.551,6.959,0.692,-21.430,92232.000,1.000,2.539,0.000
-12.951,-39.301,-8.389,14.886,0.738,7.253,0.834,-21.536,92233.000,1.000,3.587,0.000
-12.344,-36.096,-7.028,15.603,0.814,7.382,0.730,-20.994,92234.000,1.000,6.424,0.000
-14.266,-35.972,-9.245,13.618,0.969,5.274,0.606,-24.098,92235.000,1.000,4.487,0.000
-16.836,-38.171,-13.058,10.577,0.782,2.527,0.246,-29.506,92236.000,1.000,0.010,0.000
-19.910,-40.214,-16.245,9.363,0.191,2.126,-0.313,-32.660,92237.000,1.000,5.514,0.000
-22.074,-41.807,-18.359,9.038,-0.403,3.116,-0.676,-33.410,92238.000,1.000,9.514,0.000
-21.567,-45.091,-20.962,5.792,-1.718,0.839,-1.831,-36.854,92239.000,1.000,0.011,0.000
-19.128,-48.275,-22.231,3.029,-3.059,-2.175,-3.367,-39.869,92240.000,1.000,2.134,0.000
-16.666,-48.883,-20.602,4.267,-3.201,-1.632,-3.836,-38.026,92241.000,1.000,0.015,0.000
-14.734,-49.319,-18.239,6.072,-2.369,-0.054,-3.070,-35.866,92242.000,1.000,8.338,0.000
-12.555,-52.447,-17.607,5.059,-1.465,-0.990,-1.981,-37.204,92243.000,1.000,2.405,0.000
-9.875,-55.941,-18.179,2.008,-1.607,-3.925,-1.829,-39.949,92244.000,1.000,4.006,0.000
-7.158,-57.143,-17.128,0.821,-2.125,-5.253,-2.077,-39.588,92245.000,1.000,14.072,0.000
-4.939,-58.823,-15.779,0.349,-1.906,-5.166,-1.802,-38.285,92246.000,1.000,0.015,0.000
-4.370,-59.858,-15.305,-0.216,-1.892,-4.619,-1.951,-36.953,92247.000,1.000,1.911,0.000
-6.257,-58.340,-14.218,-0.356,-2.506,-3.201,-2.767,-34.911,92248.000,1.000,5.014,0.000
-8.781,-56.730,-12.108,1.247,-2.365,-1.032,-2.642,-31.130,92249.000,1.000,2.551,0.000
-9.269,-56.660,-10.779,3.639,-0.877,0.560,-0.909,-26.723,92250.000,1.000,4.555,0.000
-7.967,-55.631,-8.818,7.805,1.089,2.661,1.230,-19.859,92251.000,1.000,0.021,0.000
-6.690,-51.986,-5.870,11.741,2.872,4.943,2.911,-13.063,92252.000,1.000,7.839,0.000
-6.918,-46.850,-3.378,13.939,3.961,5.625,3.890,-9.169,92253.000,1.000,6.976,0.000
-7.827,-42.473,-2.154,13.242,3.673,3.175,3.580,-9.279,92254.000,1.000,0.021,0.000
-6.703,-35.613,1.062,13.492,3.154,0.574,3.010,-8.032,92255.000,1.000,9.978,0.000
-4.619,-27.905,4.951,14.150,3.136,-0.419,2.991,-5.421,92256.000,1.000,0.020,0.000
-3.921,-25.663,5.964,13.019,2.719,-1.159,2.782,-3.991,92257.000,1.000,1.905,0.000
-4.277,-26.351,5.310,10.702,2.530,-2.093,2.828,-3.461,92258.000,1.000,2.155,0.000
-5.593,-22.581,6.929,10.572,3.344,-1.627,3.530,-1.143,92259.000,1.000,3.808,0.000
-8.790,-19.315,6.575,9.735,3.722,-2.234,3.558,-1.219,92260.000,1.000,9.224,0.000
-11.588,-22.778,1.500,6.832,2.795,-5.039,2.445,-4.469,92261.000,1.000,0.015,0.000
-11.615,-28.436,-4.290,3.236,1.368,-8.266,1.019,-8.490,92262.000,1.000,2.761,0.000
-11.041,-31.672,-8.407,-0.587,0.081,-12.022,-0.191,-14.327,92263.000,1.000,0.008,0.000
-12.651,-34.524,-12.569,-4.650,-0.830,-16.334,-0.953,-22.071,92264.000,1.000,8.022,0.000
-15.134,-38.520,-17.012,-8.410,-1.638,-20.234,-1.669,-27.614,92265.000,1.000,2.523,0.000
-15.545,-40.953,-19.514,-11.095,-2.808,-22.994,-2.938,-28.883,92266.000,1.000,8.576,0.000
-13.681,-41.591,-19.714,-12.900,-3.788,-24.584,-3.998,-29.469,92267.000,1.000,3.062,0.000
-11.823,-43.455,-20.276,-14.808,-4.204,-25.636,-4.161,-31.577,92268.000,1.000,0.013,0.000
-11.273,-44.523,-21.852,-16.698,-3.567,-24.775,-3.178,-32.796,92269.000,1.000,1.876,0.000
-11.919,-44.635,-23.601,-18.064,-2.219,-22.228,-1.700,-31.714,92270.000,1.000,26.467,0.000
-13.858,-48.573,-26.427,-21.386,-1.696,-21.816,-1.251,-32.080,92271.000,1.000,3.065,0.000
-16.945,-53.345,-28.173,-24.103,-1.517,-21.788,-1.387,-31.135,92272.000,1.000,0.018,0.000
-20.474,-54.018,-26.858,-23.974,-0.424,-19.478,-0.554,-26.643,92273.000,1.000,1.872,0.000
-24.673,-53.367,-24.243,-22.160,1.020,-16.815,0.974,-20.715,92274.000,1.000,2.457,0.000
-28.585,-56.653,-23.829,-22.907,1.545,-17.063,1.633,-18.021,92275.000,1.000,2.548,0.000
-29.857,-61.324,-23.446,-23.445,1.172,-18.015,1.400,-15.744,92276.000,1.000,2.446,0.000
-27.537,-62.719,-19.766,-20.554,1.396,-16.737,1.753,-11.288,92277.000,1.000,3.055,0.000
-23.858,-61.706,-14.329,-15.901,2.673,-14.767,2.853,-5.558,92278.000,1.000,0.010,0.000
-22.310,-62.424,-12.344,-14.935,3.497,-15.618,3.350,-3.804,92279.000,1.000,1.964,0.000
