EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, CNT, VALID, DT, TRIG
-12.562,12.968,384.019,570.573,-62.734,-304.603,-62.114,66.612,5278.000,1.000,0.015,0.000
-6.449,12.576,389.474,574.111,-62.446,-301.726,-61.863,70.720,5279.000,1.000,0.004,0.000
1.071,8.649,391.973,573.520,-62.635,-302.955,-62.204,68.248,5280.000,1.000,2.294,0.000
9.035,4.932,393.371,571.755,-62.327,-305.123,-61.973,64.934,5281.000,1.000,2.556,0.000
15.878,4.724,396.844,572.978,-61.310,-304.097,-61.074,67.209,5282.000,1.000,9.026,0.000
21.898,7.669,402.550,576.649,-60.076,-300.647,-60.028,71.343,5283.000,1.000,3.081,0.000
27.928,14.440,410.397,582.603,-58.958,-295.929,-58.930,74.611,5284.000,1.000,0.011,0.000
31.365,23.550,418.143,590.130,-58.137,-290.729,-57.858,78.296,5285.000,1.000,1.877,0.000
30.466,28.034,421.430,594.999,-58.050,-288.290,-57.491,80.942,5286.000,1.000,13.490,0.000
26.094,23.208,417.016,591.393,-58.989,-292.670,-58.338,76.294,5287.000,1.000,2.989,0.000
18.577,16.206,409.961,585.222,-59.507,-299.136,-58.879,68.804,5288.000,1.000,0.010,0.000
10.745,16.705,408.676,585.918,-58.130,-299.304,-57.544,67.909,5289.000,1.000,1.963,0.000
5.747,22.674,412.218,591.936,-56.188,-294.577,-55.734,72.669,5290.000,1.000,4.006,0.000
1.948,22.852,410.725,592.009,-56.068,-294.118,-55.826,71.681,5291.000,1.000,16.045,0.000
-2.156,17.400,404.202,587.161,-57.311,-297.068,-57.255,67.528,5292.000,1.000,3.009,0.000
-6.609,14.665,398.450,582.851,-58.253,-298.232,-58.251,66.320,5293.000,1.000,0.013,0.000
-11.991,15.743,394.419,579.520,-59.114,-298.846,-59.149,65.614,5294.000,1.000,24.508,0.000
-17.267,17.825,391.568,576.454,-59.976,-299.931,-60.210,62.436,5295.000,1.000,2.399,0.000
-21.225,19.921,391.296,576.539,-60.352,-298.657,-60.627,61.472,5296.000,1.000,2.577,0.000
-24.586,17.021,388.888,574.749,-60.730,-298.595,-60.731,59.422,5297.000,1.000,2.465,0.000
-27.167,9.970,383.061,569.704,-60.822,-301.891,-60.622,54.570,5298.000,1.000,3.010,0.000
-27.469,7.276,379.620,567.531,-60.086,-303.187,-59.800,52.667,5299.000,1.000,0.010,0.000
-25.191,10.787,381.261,571.080,-58.981,-299.769,-58.679,56.812,5300.000,1.000,1.941,0.000
-23.029,10.478,380.940,571.617,-58.523,-299.071,-58.468,57.651,5301.000,1.000,2.566,0.000
-21.921,3.473,376.819,567.561,-58.941,-303.666,-59.232,53.430,5302.000,1.000,2.443,0.000
-18.672,-2.537,374.571,565.410,-59.150,-307.138,-59.494,51.856,5303.000,1.000,2.540,0.000
-10.987,-4.051,376.267,565.994,-58.610,-307.496,-58.669,52.697,5304.000,1.000,2.474,0.000
-0.881,-5.046,378.691,565.074,-57.886,-308.944,-57.645,49.577,5305.000,1.000,2.542,0.000
9.429,-4.553,383.253,565.606,-56.955,-309.642,-56.621,47.253,5306.000,1.000,3.093,0.000
19.816,1.569,392.209,570.857,-55.513,-305.772,-55.204,51.421,5307.000,1.000,0.012,0.000
29.042,9.863,400.558,574.630,-54.069,-302.140,-53.763,53.766,5308.000,1.000,1.892,0.000
34.790,15.490,405.115,574.363,-53.281,-302.337,-52.973,50.407,5309.000,1.000,12.116,0.000
37.159,20.034,410.377,575.718,-52.647,-302.180,-52.377,49.494,5310.000,1.000,0.014,0.000
36.899,25.849,417.722,581.262,-51.706,-299.984,-51.492,54.297,5311.000,1.000,2.333,0.000
32.328,30.834,420.239,584.960,-51.136,-300.505,-51.002,55.506,5312.000,1.000,0.007,0.000
23.197,33.482,416.782,586.434,-51.499,-303.513,-51.397,52.270,5313.000,1.000,4.102,0.000
13.410,32.473,412.009,587.249,-52.332,-306.094,-52.188,49.454,5314.000,1.000,3.857,0.000
5.874,27.199,406.956,586.733,-53.021,-309.049,-52.725,47.468,5315.000,1.000,7.586,0.000
0.229,20.415,400.199,583.674,-53.380,-313.549,-52.879,42.852,5316.000,1.000,12.135,0.000
-5.647,16.681,394.266,581.159,-53.354,-316.886,-52.809,38.606,5317.000,1.000,0.060,0.000
-12.527,14.856,389.541,578.442,-53.748,-319.222,-53.282,34.958,5318.000,1.000,2.279,0.000
-17.254,13.713,385.993,576.574,-54.622,-321.091,-54.287,32.413,5319.000,1.000,0.013,0.000
-19.623,13.736,383.426,576.741,-54.748,-321.441,-54.579,31.894,5320.000,1.000,1.921,0.000
-22.579,13.244,382.449,579.251,-53.597,-319.952,-53.518,34.331,5321.000,1.000,15.053,0.000
-25.659,8.927,380.597,579.185,-52.096,-320.698,-52.057,33.991,5322.000,1.000,2.084,0.000
-26.111,4.323,377.128,576.597,-51.638,-323.779,-51.532,30.818,5323.000,1.000,5.939,0.000
-22.998,3.424,374.545,574.942,-52.726,-324.797,-52.390,29.646,5324.000,1.000,0.012,0.000
-17.292,4.799,374.902,575.972,-53.916,-322.475,-53.550,31.836,5325.000,1.000,1.915,0.000
-10.139,4.666,376.108,576.971,-53.776,-319.651,-53.733,33.081,5326.000,1.000,2.557,0.000
-2.556,1.356,376.889,575.995,-53.160,-319.113,-53.415,31.838,5327.000,1.000,2.460,0.000
2.893,-5.520,376.568,571.661,-53.681,-323.268,-53.877,27.663,5328.000,1.000,9.067,0.000
6.370,-11.804,376.419,566.210,-55.161,-330.158,-55.093,21.431,5329.000,1.000,0.015,0.000
12.952,-10.723,380.267,564.256,-56.309,-334.209,-56.091,17.349,5330.000,1.000,2.544,0.000
24.541,-1.397,390.886,569.465,-55.963,-331.203,-55.767,21.567,5331.000,1.000,0.009,0.000
35.756,7.768,403.797,578.640,-54.563,-324.549,-54.367,31.564,5332.000,1.000,10.513,0.000
42.066,9.236,411.493,582.972,-53.843,-321.984,-53.539,35.993,5333.000,1.000,5.894,0.000
44.660,9.660,415.638,584.811,-53.165,-321.003,-52.834,36.858,5334.000,1.000,0.014,0.000
44.486,16.623,420.983,591.180,-51.097,-315.570,-50.780,42.658,5335.000,1.000,1.922,0.000
39.828,21.468,423.529,597.926,-49.076,-310.872,-48.757,48.808,5336.000,1.000,3.576,0.000
31.848,16.046,418.814,597.262,-48.412,-313.557,-48.144,46.734,5337.000,1.000,11.451,0.000
23.008,10.062,412.918,595.182,-48.443,-317.131,-48.155,44.405,5338.000,1.000,3.021,0.000
12.761,11.317,409.098,596.174,-48.424,-315.859,-48.174,46.607,5339.000,1.000,0.012,0.000
1.928,15.713,405.109,598.156,-48.133,-312.414,-48.019,48.775,5340.000,1.000,1.951,0.000
-5.115,19.096,401.165,599.370,-47.397,-309.155,-47.262,49.077,5341.000,1.000,8.560,0.000
-7.371,20.838,399.392,602.427,-46.026,-304.817,-45.713,52.907,5342.000,1.000,4.485,0.000
-9.500,18.370,396.149,602.901,-45.258,-302.797,-44.767,55.121,5343.000,1.000,0.010,0.000
-14.545,13.870,390.027,598.509,-46.101,-305.847,-45.645,51.231,5344.000,1.000,5.512,0.000
-21.716,11.149,383.974,592.289,-47.433,-311.174,-47.264,45.390,5345.000,1.000,4.484,0.000
-28.229,10.754,381.288,588.669,-48.220,-314.365,-48.256,42.891,5346.000,1.000,0.011,0.000
-31.730,9.348,378.973,584.630,-48.929,-317.512,-48.894,38.594,5347.000,1.000,7.967,0.000
-31.752,5.591,375.778,579.165,-49.753,-321.997,-49.534,32.530,5348.000,1.000,12.043,0.000
-28.177,2.996,376.160,575.885,-50.056,-323.849,-49.796,31.741,5349.000,1.000,0.013,0.000
-21.369,4.452,381.864,576.116,-49.589,-322.263,-49.431,35.885,5350.000,1.000,2.558,0.000
-12.571,5.446,386.907,574.462,-49.073,-322.224,-48.921,35.477,5351.000,1.000,0.013,0.000
-2.517,4.290,389.954,571.684,-48.860,-323.307,-48.574,31.762,5352.000,1.000,8.407,0.000
7.074,3.086,393.790,570.792,-48.494,-323.120,-48.040,30.339,5353.000,1.000,0.014,0.000
15.980,2.067,398.698,570.237,-47.659,-323.376,-47.093,29.054,5354.000,1.000,11.621,0.000
24.722,2.247,404.291,570.124,-46.748,-324.239,-46.200,27.394,5355.000,1.000,0.024,0.000
31.420,5.433,412.389,574.206,-45.942,-322.213,-45.373,31.290,5356.000,1.000,1.409,0.000
34.665,11.390,422.333,582.506,-45.100,-316.441,-44.378,41.617,5357.000,1.000,2.858,0.000
35.171,16.432,428.325,588.024,-44.830,-312.544,-44.071,47.958,5358.000,1.000,8.578,0.000
33.396,16.329,428.192,588.271,-45.240,-314.470,-44.486,45.891,5359.000,1.000,5.152,0.000
29.908,14.633,426.749,587.327,-44.777,-317.873,-43.852,42.426,5360.000,1.000,0.016,0.000
25.615,18.370,427.750,589.323,-42.862,-316.813,-41.888,43.658,5361.000,1.000,0.006,0.000
19.670,24.179,428.039,591.409,-40.715,-313.907,-39.918,44.745,5362.000,1.000,2.252,0.000
12.092,26.724,426.310,592.456,-39.468,-312.103,-38.736,45.706,5363.000,1.000,4.001,0.000
4.908,25.420,422.812,590.516,-39.759,-311.632,-39.059,47.338,5364.000,1.000,13.595,0.000
-1.681,22.843,417.074,585.778,-41.152,-312.174,-40.597,47.509,5365.000,1.000,10.121,0.000
-8.110,21.937,410.133,581.221,-42.661,-312.178,-42.130,44.993,5366.000,1.000,0.013,0.000
-13.213,24.308,406.613,582.172,-43.637,-308.626,-42.997,45.191,5367.000,1.000,0.014,0.000
-16.725,25.815,404.942,585.054,-43.984,-304.151,-43.327,46.049,5368.000,1.000,2.906,0.000
-19.814,22.251,401.517,585.690,-43.845,-302.345,-43.311,43.627,5369.000,1.000,0.017,0.000
-22.958,15.141,396.890,584.039,-43.480,-302.056,-43.128,39.775,5370.000,1.000,1.879,0.000
-25.418,8.859,393.714,581.655,-43.350,-301.175,-43.122,38.843,5371.000,1.000,13.629,0.000
-27.456,2.434,389.574,574.714,-43.837,-303.235,-43.633,34.576,5372.000,1.000,4.467,0.000
-28.822,-2.515,384.967,566.132,-44.571,-307.434,-44.262,26.376,5373.000,1.000,0.017,0.000
-26.852,-2.048,383.430,562.233,-44.670,-308.332,-44.108,21.830,5374.000,1.000,6.387,0.000
-20.121,1.564,384.819,561.373,-44.287,-307.095,-43.575,20.447,5375.000,1.000,0.010,0.000
-12.159,2.925,385.427,557.278,-44.507,-309.548,-43.844,15.012,5376.000,1.000,8.610,0.000
-5.777,2.485,386.216,552.897,-45.031,-314.494,-44.458,9.680,5377.000,1.000,0.015,0.000
0.522,2.847,390.134,552.761,-45.246,-317.593,-44.738,10.391,5378.000,1.000,2.338,0.000
8.077,4.770,396.981,554.609,-45.128,-317.938,-44.564,12.822,5379.000,1.000,0.007,0.000
13.877,7.638,403.742,555.813,-44.384,-316.518,-43.748,12.847,5380.000,1.000,13.149,0.000
14.696,9.262,407.216,555.537,-43.645,-316.017,-43.023,11.685,5381.000,1.000,3.502,0.000
13.187,11.792,409.339,555.925,-43.492,-316.537,-42.838,12.624,5382.000,1.000,0.032,0.000
12.695,18.901,412.862,559.239,-43.109,-315.376,-42.562,15.436,5383.000,1.000,1.435,0.000
11.789,26.988,415.609,564.154,-42.475,-312.363,-42.199,19.096,5384.000,1.000,2.854,0.000
10.060,31.909,417.101,566.898,-41.741,-309.393,-41.625,22.568,5385.000,1.000,8.579,0.000
7.827,33.227,417.814,566.040,-41.075,-308.988,-41.084,23.918,5386.000,1.000,3.046,0.000
3.704,31.943,414.615,561.081,-41.268,-312.418,-41.358,20.359,5387.000,1.000,0.014,0.000
-1.497,32.949,410.972,559.741,-41.569,-313.615,-41.534,19.687,5388.000,1.000,1.897,0.000
-6.575,35.505,409.468,564.387,-40.980,-310.031,-40.843,24.649,5389.000,1.000,13.616,0.000
-12.594,34.973,406.472,569.367,-40.263,-306.267,-40.207,29.606,5390.000,1.000,3.473,0.000
-19.996,31.275,399.138,569.638,-40.227,-306.323,-40.129,29.894,5391.000,1.000,0.011,0.000
-27.264,28.335,390.939,568.911,-40.127,-308.073,-39.881,30.205,5392.000,1.000,1.476,0.000
-33.230,25.355,382.439,567.472,-39.280,-310.004,-39.146,30.521,5393.000,1.000,3.878,0.000
-36.661,20.723,373.830,565.952,-38.144,-311.111,-38.199,30.010,5394.000,1.000,14.041,0.000
-37.028,15.910,367.553,565.889,-37.536,-310.094,-37.574,30.823,5395.000,1.000,2.988,0.000
-34.841,14.163,365.347,567.585,-37.562,-306.949,-37.440,34.507,5396.000,1.000,0.010,0.000
-31.394,13.627,363.753,566.172,-38.219,-305.408,-37.805,34.952,5397.000,1.000,1.943,0.000
-29.369,10.214,360.428,561.068,-39.508,-307.125,-38.927,30.739,5398.000,1.000,5.054,0.000
-29.281,3.141,356.888,556.215,-41.022,-309.691,-40.675,26.526,5399.000,1.000,2.097,0.000
-28.372,-4.725,355.111,553.075,-42.018,-311.859,-42.055,23.966,5400.000,1.000,12.901,0.000
-27.766,-11.638,352.709,548.246,-42.408,-316.039,-42.581,18.862,5401.000,1.000,5.627,0.000
-28.868,-14.890,351.499,544.000,-42.279,-319.947,-42.296,14.200,5402.000,1.000,0.015,0.000
-26.864,-11.302,357.475,545.277,-41.001,-318.467,-40.908,16.772,5403.000,1.000,1.457,0.000
-18.032,-4.383,368.376,549.047,-39.586,-315.140,-39.601,21.350,5404.000,1.000,2.853,0.000
-3.768,-0.400,377.531,550.985,-40.041,-316.255,-40.106,20.920,5405.000,1.000,2.143,0.000
14.584,3.070,387.390,554.337,-40.915,-317.782,-40.780,21.300,5406.000,1.000,3.909,0.000
33.767,10.869,401.253,561.506,-40.406,-314.758,-39.978,27.559,5407.000,1.000,4.178,0.000
48.962,21.309,414.454,567.139,-39.710,-312.000,-39.097,31.963,5408.000,1.000,0.012,0.000
60.315,34.396,427.684,573.317,-39.270,-310.738,-38.726,34.961,5409.000,1.000,8.325,0.000
69.068,49.305,442.746,581.454,-38.923,-309.116,-38.694,39.862,5410.000,1.000,5.499,0.000
72.018,60.801,453.207,586.602,-38.942,-309.391,-39.066,42.169,5411.000,1.000,0.013,0.000
67.211,66.496,454.044,586.676,-38.711,-312.224,-39.010,38.143,5412.000,1.000,1.914,0.000
56.948,70.031,450.796,588.940,-38.080,-312.631,-38.269,36.447,5413.000,1.000,9.043,0.000
44.556,72.624,447.069,594.695,-37.535,-309.850,-37.399,39.897,5414.000,1.000,4.056,0.000
33.297,73.382,441.199,599.952,-36.629,-307.057,-36.146,43.736,5415.000,1.000,0.018,0.000
23.155,71.108,431.251,601.210,-34.722,-305.915,-34.045,44.268,5416.000,1.000,8.042,0.000
10.759,65.646,419.588,601.056,-32.218,-304.655,-31.539,45.099,5417.000,1.000,3.066,0.000
-4.347,57.339,406.854,598.936,-30.601,-303.055,-29.963,44.807,5418.000,1.000,0.014,0.000
-18.426,48.478,393.864,595.408,-30.616,-301.277,-29.930,42.941,5419.000,1.000,13.346,0.000
-30.919,37.959,381.138,591.187,-31.521,-300.966,-30.799,42.056,5420.000,1.000,2.408,0.000
-44.630,25.631,368.601,586.180,-32.369,-303.799,-31.869,42.386,5421.000,1.000,3.058,0.000
-59.164,14.533,355.199,578.216,-32.978,-310.164,-32.871,38.651,5422.000,1.000,0.012,0.000
-72.290,4.379,341.889,569.059,-33.508,-316.967,-33.596,33.068,5423.000,1.000,3.103,0.000
-84.451,-9.457,328.651,560.181,-34.671,-321.958,-34.768,29.673,5424.000,1.000,9.504,0.000
-94.323,-26.431,315.844,551.232,-36.474,-325.387,-36.470,26.449,5425.000,1.000,0.012,0.000
-98.581,-41.272,305.562,542.513,-37.466,-327.190,-37.332,21.454,5426.000,1.000,1.869,0.000
-95.791,-48.938,301.749,537.905,-36.310,-325.638,-36.254,20.028,5427.000,1.000,8.139,0.000
-87.298,-49.872,305.507,538.061,-33.876,-321.648,-33.954,24.867,5428.000,1.000,0.020,0.000
-76.732,-48.845,312.308,537.038,-32.433,-319.481,-32.454,28.413,5429.000,1.000,1.837,0.000
-65.775,-44.962,319.695,534.654,-32.045,-317.850,-31.901,29.239,5430.000,1.000,8.598,0.000
-53.553,-37.306,328.792,533.957,-31.817,-315.001,-31.519,31.301,5431.000,1.000,4.513,0.000
-40.535,-29.789,338.774,533.437,-32.227,-315.492,-31.854,31.236,5432.000,1.000,0.015,0.000
-26.313,-23.602,347.478,529.731,-33.276,-321.807,-32.998,23.252,5433.000,1.000,1.878,0.000
-9.921,-15.514,357.015,526.980,-34.223,-328.113,-34.128,14.852,5434.000,1.000,11.454,0.000
5.711,-3.348,368.913,528.154,-34.571,-329.506,-34.499,13.530,5435.000,1.000,4.058,0.000
16.367,11.547,381.290,531.358,-34.098,-327.387,-33.988,17.405,5436.000,1.000,0.016,0.000
21.103,25.095,391.526,533.011,-33.165,-325.371,-33.141,20.475,5437.000,1.000,18.053,0.000
21.996,37.004,401.085,536.163,-32.420,-322.448,-32.397,25.469,5438.000,1.000,0.014,0.000
21.081,47.294,409.266,539.914,-31.668,-319.069,-31.590,30.894,5439.000,1.000,0.004,0.000
19.985,55.484,413.698,542.168,-30.602,-316.823,-30.609,33.395,5440.000,1.000,6.416,0.000
22.181,62.463,414.742,544.312,-29.543,-314.068,-29.488,35.313,5441.000,1.000,2.445,0.000
28.301,67.245,414.500,547.702,-28.248,-310.140,-27.853,39.504,5442.000,1.000,2.549,0.000
33.816,64.996,409.634,545.463,-27.485,-310.664,-26.768,38.383,5443.000,1.000,2.470,0.000
36.786,58.981,401.579,538.446,-28.346,-315.821,-27.473,32.725,5444.000,1.000,2.527,0.000
36.850,54.697,395.145,532.958,-29.899,-320.515,-29.074,29.496,5445.000,1.000,2.452,0.000
32.354,51.406,390.585,531.204,-30.349,-322.670,-29.825,29.930,5446.000,1.000,3.993,0.000
22.500,46.163,383.933,529.482,-29.819,-324.779,-29.622,28.623,5447.000,1.000,9.066,0.000
8.242,39.045,374.660,527.403,-29.603,-327.125,-29.470,25.934,5448.000,1.000,0.021,0.000
-8.735,30.702,364.344,525.398,-30.142,-329.093,-29.825,24.229,5449.000,1.000,1.900,0.000
-26.315,22.544,354.368,522.720,-30.937,-331.950,-30.423,21.077,5450.000,1.000,3.999,0.000
-43.410,13.970,344.513,518.923,-31.204,-335.574,-30.721,15.242,5451.000,1.000,16.677,0.000
-58.687,3.722,336.055,516.387,-30.542,-336.988,-30.374,12.576,5452.000,1.000,0.017,0.000
-70.446,-6.196,330.974,517.009,-29.379,-335.476,-29.545,15.855,5453.000,1.000,2.363,0.000
-78.564,-12.997,328.435,518.197,-28.227,-333.544,-28.456,18.430,5454.000,1.000,0.009,0.000
-84.643,-15.281,327.545,520.321,-27.234,-330.834,-27.408,19.414,5455.000,1.000,24.540,0.000
-89.798,-14.601,327.722,523.768,-26.419,-326.914,-26.573,22.574,5456.000,1.000,4.961,0.000
-93.201,-15.306,327.365,525.842,-25.772,-324.530,-25.825,25.782,5457.000,1.000,2.452,0.000
-95.817,-20.629,324.100,523.459,-25.508,-326.437,-25.501,22.562,5458.000,1.000,2.538,0.000
-97.747,-23.857,322.369,522.293,-25.499,-328.289,-25.556,18.425,5459.000,1.000,2.446,0.000
-95.881,-19.941,327.454,525.433,-25.207,-326.220,-25.182,18.686,5460.000,1.000,5.034,0.000
-90.558,-14.685,336.826,529.158,-24.629,-323.132,-24.326,20.774,5461.000,1.000,3.009,0.000
-84.473,-12.960,345.017,529.645,-24.108,-322.457,-23.549,21.112,5462.000,1.000,0.010,0.000
-77.557,-10.871,353.471,531.310,-23.626,-321.440,-23.107,24.261,5463.000,1.000,1.940,0.000
-69.876,-7.196,362.019,532.970,-23.174,-320.408,-22.999,27.854,5464.000,1.000,3.056,0.000
-64.215,-3.914,367.747,531.963,-22.767,-321.840,-22.712,28.049,5465.000,1.000,0.011,0.000
-62.691,-0.130,371.217,531.194,-22.254,-322.937,-22.019,27.984,5466.000,1.000,2.805,0.000
-65.764,4.762,375.415,534.211,-21.877,-320.541,-21.501,32.369,5467.000,1.000,1.693,0.000
-73.573,5.826,376.860,536.509,-22.347,-318.482,-21.916,35.968,5468.000,1.000,3.109,0.000
-82.647,2.687,374.714,538.003,-22.958,-318.372,-22.747,37.692,5469.000,1.000,0.020,0.000
-90.051,-0.652,371.576,539.038,-23.021,-319.377,-23.127,39.867,5470.000,1.000,8.341,0.000
-96.101,-3.036,368.789,538.041,-23.246,-321.603,-23.243,40.969,5471.000,1.000,6.649,0.000
-100.237,-7.083,365.611,534.254,-24.098,-325.768,-23.795,36.944,5472.000,1.000,0.018,0.000
-102.114,-10.142,364.156,532.371,-25.304,-328.332,-24.888,33.346,5473.000,1.000,6.372,0.000
-102.205,-7.539,366.895,536.651,-25.768,-324.414,-25.344,37.560,5474.000,1.000,0.010,0.000
-99.247,-3.134,370.010,542.798,-24.771,-318.206,-24.393,43.428,5475.000,1.000,5.986,0.000
-93.902,-3.194,367.478,543.749,-23.890,-317.487,-23.600,42.049,5476.000,1.000,0.014,0.000
-89.014,-5.197,361.850,541.757,-23.684,-319.714,-23.497,38.240,5477.000,1.000,10.507,0.000
-84.990,-4.689,358.518,542.287,-23.154,-319.134,-23.134,38.981,5478.000,1.000,10.687,0.000
-79.854,-4.718,355.696,541.445,-22.676,-318.884,-22.737,38.476,5479.000,1.000,0.015,0.000
-72.425,-7.348,351.339,537.140,-22.753,-321.766,-22.681,33.908,5480.000,1.000,1.855,0.000
-62.850,-9.785,347.669,532.740,-23.433,-325.401,-23.204,29.596,5481.000,1.000,3.085,0.000
-52.644,-11.238,345.948,529.421,-24.868,-328.616,-24.622,26.946,5482.000,1.000,0.013,0.000
-44.206,-13.377,344.635,525.013,-26.277,-331.418,-26.084,23.325,5483.000,1.000,1.887,0.000
-38.002,-14.946,345.816,524.027,-25.661,-330.905,-25.413,23.414,5484.000,1.000,11.960,0.000
-32.126,-14.023,349.785,527.273,-22.962,-327.839,-22.645,26.611,5485.000,1.000,0.017,0.000
-26.408,-11.322,352.620,530.285,-21.011,-325.585,-20.773,27.469,5486.000,1.000,8.962,0.000
-21.872,-8.747,352.370,530.288,-20.722,-324.545,-20.567,25.145,5487.000,1.000,0.012,0.000
-17.240,-4.127,353.993,532.078,-20.313,-321.783,-20.188,26.329,5488.000,1.000,8.605,0.000
-12.145,0.862,358.443,534.772,-19.247,-319.175,-19.078,28.466,5489.000,1.000,0.023,0.000
-7.934,3.906,363.312,536.280,-18.120,-319.079,-17.839,28.033,5490.000,1.000,2.328,0.000
-6.148,5.612,366.840,536.322,-17.116,-320.029,-16.922,27.040,5491.000,1.000,0.010,0.000
-6.428,8.287,369.979,536.891,-16.331,-319.091,-16.388,29.103,5492.000,1.000,11.002,0.000
-6.484,10.977,371.829,536.259,-16.076,-318.075,-16.237,29.793,5493.000,1.000,9.658,0.000
-6.316,12.253,372.902,535.975,-15.871,-317.914,-15.969,28.913,5494.000,1.000,0.012,0.000
-8.337,14.707,375.213,539.275,-15.293,-316.169,-15.281,31.117,5495.000,1.000,0.004,0.000
-12.882,17.819,376.383,542.743,-15.145,-314.596,-15.067,32.953,5496.000,1.000,5.496,0.000
-18.493,16.848,371.764,539.664,-15.952,-317.298,-15.924,27.029,5497.000,1.000,0.013,0.000
-23.967,14.974,366.341,534.997,-16.686,-320.192,-16.782,20.601,5498.000,1.000,1.933,0.000
-28.996,14.525,364.124,533.724,-17.032,-320.339,-17.269,19.971,5499.000,1.000,3.836,0.000
-32.104,11.595,360.669,530.520,-17.680,-322.820,-18.077,17.334,5500.000,1.000,14.251,0.000
-32.666,7.113,354.912,523.304,-18.817,-329.005,-19.258,9.465,5501.000,1.000,0.017,0.000
-32.171,7.393,352.430,518.669,-19.665,-332.336,-19.933,4.844,5502.000,1.000,1.866,0.000
-31.977,12.502,353.844,519.012,-19.953,-330.312,-19.939,7.068,5503.000,1.000,2.414,0.000
-33.147,15.056,353.150,517.719,-20.680,-329.051,-20.451,6.891,5504.000,1.000,7.596,0.000
-36.139,12.909,349.760,513.979,-22.058,-330.870,-21.793,2.108,5505.000,1.000,5.919,0.000
-39.537,9.029,346.495,509.862,-23.508,-333.591,-23.352,-2.589,5506.000,1.000,0.011,0.000
-40.333,6.680,344.598,506.404,-24.565,-336.418,-24.549,-5.829,5507.000,1.000,1.483,0.000
-37.694,6.357,343.380,502.812,-25.051,-340.549,-25.067,-11.009,5508.000,1.000,2.572,0.000
-32.874,7.419,344.928,501.982,-25.152,-343.508,-25.152,-14.076,5509.000,1.000,6.436,0.000
-26.930,9.296,349.699,503.646,-25.169,-343.463,-25.145,-13.903,5510.000,1.000,9.495,0.000
-21.173,11.847,354.432,505.482,-25.584,-343.240,-25.398,-14.845,5511.000,1.000,0.012,0.000
-15.623,15.502,358.312,507.319,-26.097,-344.005,-25.843,-17.962,5512.000,1.000,2.135,0.000
-9.435,23.283,366.468,515.155,-25.281,-339.448,-25.192,-14.744,5513.000,1.000,0.010,0.000
-4.161,32.291,376.124,525.600,-23.547,-329.911,-23.587,-6.829,5514.000,1.000,8.375,0.000
-1.828,35.683,381.222,532.770,-22.093,-322.445,-22.070,-0.411,5515.000,1.000,2.427,0.000
-2.298,34.260,382.028,537.213,-20.376,-318.679,-20.200,4.547,5516.000,1.000,3.530,0.000
-5.414,34.358,381.219,541.159,-18.367,-315.792,-18.240,10.023,5517.000,1.000,9.516,0.000
-11.977,33.096,376.049,540.652,-17.567,-315.686,-17.673,10.772,5518.000,1.000,0.016,0.000
-19.242,28.783,368.310,538.313,-17.747,-317.403,-18.009,9.086,5519.000,1.000,1.943,0.000
-23.416,27.178,363.919,539.970,-17.450,-315.715,-17.776,12.152,5520.000,1.000,17.068,0.000
-26.128,27.509,361.470,543.029,-16.823,-311.792,-17.050,16.856,5521.000,1.000,0.018,0.000
-30.763,23.635,355.218,541.135,-16.917,-311.345,-16.872,15.256,5522.000,1.000,2.119,0.000
-35.847,18.467,348.457,538.043,-17.842,-312.542,-17.677,12.098,5523.000,1.000,0.015,0.000
-39.369,15.503,345.053,538.186,-18.576,-311.562,-18.618,13.433,5524.000,1.000,1.876,0.000
-42.044,12.317,341.861,537.381,-18.970,-310.968,-19.165,14.227,5525.000,1.000,2.426,0.000
-44.341,8.268,337.447,534.113,-19.732,-312.762,-19.878,12.350,5526.000,1.000,6.439,0.000
-44.709,5.394,334.708,531.993,-19.974,-314.342,-20.204,12.072,5527.000,1.000,6.166,0.000
-43.233,4.210,333.722,530.327,-19.491,-315.802,-19.761,11.827,5528.000,1.000,4.473,0.000
-41.213,3.455,332.259,524.729,-19.918,-320.454,-19.898,5.059,5529.000,1.000,0.012,0.000
-39.247,4.226,331.589,517.957,-21.479,-326.693,-21.213,-3.537,5530.000,1.000,12.443,0.000
-38.866,5.434,331.051,511.105,-23.003,-332.815,-22.796,-8.861,5531.000,1.000,0.014,0.000
-39.123,3.271,329.463,503.972,-24.089,-338.511,-23.940,-11.712,5532.000,1.000,1.902,0.000
-36.146,-1.772,328.281,497.426,-25.030,-343.528,-24.826,-15.377,5533.000,1.000,2.548,0.000
-28.986,-3.277,331.899,495.951,-25.579,-346.425,-25.437,-16.815,5534.000,1.000,2.430,0.000
-20.265,-1.020,339.496,498.501,-25.276,-346.939,-25.313,-16.090,5535.000,1.000,8.604,0.000
-10.592,1.263,347.867,502.964,-24.432,-345.315,-24.576,-14.697,5536.000,1.000,4.465,0.000
0.990,4.726,357.337,508.689,-23.544,-341.276,-23.719,-12.484,5537.000,1.000,0.017,0.000
12.295,12.204,370.039,516.442,-22.879,-334.198,-23.045,-6.745,5538.000,1.000,14.246,0.000
19.708,20.315,382.269,522.917,-22.544,-327.680,-22.609,-1.388,5539.000,1.000,0.017,0.000
21.927,26.530,390.436,528.472,-21.304,-323.295,-21.294,2.812,5540.000,1.000,0.004,0.000
