n_subjects,mean_iqr,std_iqr,cv_iqr,pooled_global_q1,pooled_global_q3,pooled_n_values
25,0.9120031798258421,0.5005054979543551,0.5487979746407601,1.1347450835970787,2.760703140743398,45502
