calibration time (s),calibration tbr,calibration nai,condition 1 time (s),condition 1 tbr,condition 1 nai,condition 2 time (s),condition 2 tbr,condition 2 nai
2.010910999999998,229.86757782468152,0.0,2.0109419999999987,43.95697207607068,0.0,2.009515999999999,29.40647763042459,0.0
3.035185999999997,49.36236797552419,0.0,3.0118419999999984,25.08063663865946,0.0,3.001568999999999,28.495173672699508,0.0
4.011777,5.044258559146113,0.0,4.001107999999999,16.245845230724544,0.0,3.999873,30.091150076121757,0.0
5.007657000000004,8.577799201663263,0.0,5.002694999999997,27.635711479656152,0.0,5.001456000000001,36.21994217926141,0.0
6.003598000000013,9.515451663727633,0.0,6.005111999999999,33.39163824232852,0.0,5.999252000000001,39.41755079279037,0.0
7.004405000000013,5.5049571164153495,0.0,7.010644999999995,18.623104441685246,0.0,6.990197000000003,77.12718798898993,0.0
8.003586000000018,2.0715222051014903,0.30722460658082973,8.001563999999998,5.289044946914615,0.0,7.995522000000006,80.38756891938847,0.0
9.004998000000029,2.181230222238618,0.17203147353361942,8.997412000000013,2.979556568816239,0.0,8.997867000000024,59.563313448029106,0.0
9.999434000000047,3.085661914871726,0.0,9.997978000000028,6.893198000971173,0.0,9.989256000000037,41.15846293028435,0.0
10.999460000000061,2.6725125066815134,0.0,10.987347000000034,33.28487312807223,0.0,10.983219000000028,61.73417081689005,0.0
11.998797000000074,9.129465506346737,0.0,11.990550000000038,70.99576270901173,0.0,11.980089000000042,70.80019893406946,0.0
13.00025800000009,0.351576034844482,0.9999999999999999,12.993766000000049,69.67841178593854,0.0,12.991445000000061,22.619469787265615,0.0
13.991765000000107,0.06437863675823316,0.9999999999999999,13.985278000000072,48.948161152588725,0.0,13.982504000000072,16.57502158645096,0.0
14.987754000000121,0.0101720549213609,0.9999999999999999,14.978674000000078,19.957316291143968,0.0,14.977228000000078,11.300574033661066,0.0
15.985321000000134,0.004109988164647115,0.9999999999999999,15.986560000000072,25.43361998155821,0.0,15.973635000000094,10.786399240369771,0.0
16.99030100000012,0.008973313736389316,0.9999999999999999,16.977910000000076,30.61067274971283,0.0,16.972892000000037,11.962343317102125,0.0
17.98464300000007,0.020050273744211727,0.9999999999999999,17.980828000000006,5.01981933693792,0.0,17.965053999999974,8.921876864865785,0.0
19.01252400000003,0.018409832150914438,0.9999999999999999,18.974586999999957,2.2826056445625,0.13519313304721026,18.979006999999932,5.357873539918531,0.0
19.98248799999996,0.027043665706348814,0.9999999999999999,19.97302499999992,2.6614889822298693,0.0,19.961415999999893,9.966554012923078,0.0
20.989062999999884,0.05842147432552947,0.9999999999999999,20.969196999999905,3.4021817161037213,0.0,20.969862999999844,23.186062970929296,0.0
21.981115999999847,0.06235906519388858,0.9999999999999999,21.964938999999866,5.117029741765444,0.0,21.968619999999806,18.881703874121396,0.0
22.976923999999787,0.029173186984959413,0.9999999999999999,22.97444599999985,7.26722535909142,0.0,22.959729999999794,9.2256683804364,0.0
