metric,favor_dir,g1_mean,g1_median,g2_mean,g2_median,diff_g2_minus_g1_mean,p_two_sided,p_g2_smaller,p_g2_larger,p_favor_g2,cliffs_delta_g1_vs_g2,n1,n2
c2_tbr_geQ67_total_time_focus_s,g2_larger,164.951492000002,149.78259000000142,188.10112583333515,98.59959250000227,23.149633833333155,0.5679151111448195,0.28395755557240976,0.7341842789890765,0.7341842789890765,0.14102564102564097,13,12
d_tbr_geQ67_median_gap_s,g2_smaller,0.21973346153858678,-0.001878999999178177,1.0538766818182255,0.6585180000003845,0.8341432202796387,0.562342605179145,0.7380359275412394,0.2811713025895725,0.7380359275412394,-0.14685314685314688,13,11
d_tbr_leQ50_median_sustain_s,g2_larger,0.32820796153802906,0.4968384999998321,58.26150069999975,-0.009526000000207091,57.933292738461724,0.5557506005798083,0.27787530028990415,0.7425356109026789,0.7425356109026789,0.15384615384615374,13,10
d_tbr_geQ67_total_time_focus_s,g2_larger,29.172612538459354,26.992916999999025,47.23198741666775,-56.821970999996694,18.059374878208395,0.5316314420218472,0.2658157210109236,0.7517193913593283,0.7517193913593283,0.15384615384615374,13,12
c2_tbr_min,g2_smaller,0.24692990450534086,0.2845699557589941,0.3044651755180447,0.29675745503339185,0.05753527101270384,0.5316314420218472,0.7517193913593283,0.2658157210109236,0.7517193913593283,-0.15384615384615385,13,12
d_tbr_geQ67_max_sustain_s,g2_larger,17.250910153845947,2.977313999999467,30.019331909091026,-6.843581000000711,12.768421755245079,0.48690581626049245,0.24345290813024623,0.7743276491464581,0.7743276491464581,0.1748251748251748,13,11
d_tbr_leQ33_median_gap_s,g2_smaller,2.7932747692317736,0.007254000000923355,2.8341247777780585,1.0045104999990713,0.040850008546284844,0.4626083472826239,0.7885316180704717,0.23130417364131195,0.7885316180704717,-0.19658119658119655,13,9
c1_tbr_leQ50_median_sustain_s,g2_larger,3.1237801923082076,2.4999310000004016,4.492138833333557,2.007415999999921,1.368358641025349,0.4302896916456853,0.21514484582284266,0.8004106241736069,0.8004106241736069,0.1923076923076923,13,12
c1_tbr_geQ67_mean_gap_s,g2_smaller,6.621969260188489,6.501286171428583,7.557422625789992,7.096724039554626,0.9354533656015027,0.36946194274750377,0.8294196866647126,0.18473097137375188,0.8294196866647126,-0.21794871794871795,13,12
c1_tbr_leQ50_eps_per_min,g2_larger,6.6670482791181165,7.852952905755191,5.605526351167884,5.471671957743798,-1.0615219279502321,0.31428698551892353,0.15714349275946177,0.8555778168267576,0.8555778168267576,0.2435897435897436,13,12
c1_tbr_geQ67_eps_per_min,g2_larger,6.088264868990006,6.613012973267529,5.398889077130296,5.776943800932563,-0.6893757918597094,0.31428698551892353,0.15714349275946177,0.8555778168267576,0.8555778168267576,0.2435897435897436,13,12
d_tbr_geQ67_eps_per_min,g2_larger,-0.7142967012310201,-0.7623514690134039,-2.03032024077497,-1.7367933818559842,-1.31602353954395,0.31428698551892353,0.15714349275946177,0.8555778168267576,0.8555778168267576,0.2435897435897436,13,12
d_tbr_geQ67_n_episodes,g2_larger,-7.076923076923077,-7.0,-19.75,-17.0,-12.673076923076923,0.3012009285406094,0.1506004642703047,0.8617631898918224,0.8617631898918224,0.25,13,12
c1_tbr_leQ50_n_episodes,g2_larger,65.53846153846153,76.0,54.583333333333336,53.5,-10.955128205128197,0.2760110449682669,0.13800552248413345,0.8736446664799371,0.8736446664799371,0.2628205128205128,13,12
c1_tbr_geQ67_n_episodes,g2_larger,59.84615384615385,64.0,52.583333333333336,56.5,-7.262820512820511,0.2528021413002973,0.12640107065014866,0.884546431802275,0.884546431802275,0.27564102564102555,13,12
d_tbr_leQ50_n_episodes,g2_larger,-8.76923076923077,-3.0,-23.083333333333332,-20.0,-14.314102564102562,0.2528021413002973,0.12640107065014866,0.884546431802275,0.884546431802275,0.27564102564102555,13,12
d_tbr_leQ50_eps_per_min,g2_larger,-0.886049731395209,-0.28370261920734485,-2.374340770653967,-1.9826734158259205,-1.4882910392587578,0.22101309719361817,0.11050654859680908,0.8994160918483949,0.8994160918483949,0.29487179487179493,13,12
c1_tbr_geQ67_prop_focus,g2_larger,0.3304794323411127,0.3305084745762712,0.33030142398742207,0.3304867447667499,-0.0001780083536906396,0.14711472722706648,0.07355736361353324,0.9337746722597307,0.9337746722597307,0.34615384615384626,13,12
c1_tbr_leQ33_prop_focus,g2_larger,0.3304794323411127,0.3305084745762712,0.33030142398742207,0.3304867447667499,-0.0001780083536906396,0.14711472722706648,0.07355736361353324,0.9337746722597307,0.9337746722597307,0.34615384615384626,13,12
d_tbr_leQ25_eps_per_min,g2_larger,-0.8323294217571312,-0.6493943698595874,-2.6202536201992443,-2.2827096559983406,-1.7879241984421133,0.10858440161427453,0.054292200807137266,0.9514402191582986,0.9514402191582986,0.3846153846153846,13,12
c2_tbr_slope,g2_smaller,-0.0041904751220864424,-0.0020789038011662423,-0.0007022206067162502,-0.000590719838489257,0.0034882545153701924,0.10858440161427453,0.9514402191582986,0.054292200807137266,0.9514402191582986,-0.3846153846153846,13,12
c2_tbr_leQ25_eps_per_min,g2_larger,4.283873503944806,4.629325040362436,2.644052356607165,2.485968665165567,-1.6398211473376407,0.10851644554794727,0.05425822277397364,0.9514723647775885,0.9514723647775885,0.3846153846153846,13,12
d_tbr_leQ25_n_episodes,g2_larger,-8.307692307692308,-7.0,-25.5,-22.0,-17.192307692307693,0.09699097615460094,0.04849548807730047,0.9567387126808823,0.9567387126808823,0.39743589743589736,13,12
d_tbr_slope,g2_smaller,-0.002658664535208315,-0.0009924863279482834,0.00042994476356632283,0.0011437695319161025,0.003088609298774638,0.08664373365473696,0.9614500641282292,0.04332186682736848,0.9614500641282292,-0.41025641025641024,13,12
c2_tbr_leQ25_n_episodes,g2_larger,42.0,45.0,25.75,24.0,-16.25,0.08134787719536761,0.040673938597683805,0.963862704466943,0.963862704466943,0.41666666666666674,13,12
c2_tbr_geQ67_eps_per_min,g2_larger,5.373968167758987,5.198825664114236,3.3685688363553266,2.854106556413265,-2.0053993314036602,0.05348979986738018,0.02674489993369009,0.9764465755626234,0.9764465755626234,0.46153846153846145,13,12
c2_tbr_geQ67_n_episodes,g2_larger,52.76923076923077,51.0,32.833333333333336,27.5,-19.93589743589743,0.05330614593509466,0.02665307296754733,0.9765314433570927,0.9765314433570927,0.46153846153846145,13,12
d_tbr_leQ33_eps_per_min,g2_larger,-0.6880269491058052,-0.6240244810119382,-3.0817412385991805,-2.815881161176446,-2.393714289493375,0.04137711560838741,0.020688557804193704,0.9818755290130785,0.9818755290130785,0.4871794871794872,13,12
d_tbr_leQ33_n_episodes,g2_larger,-6.846153846153846,-6.0,-30.0,-28.0,-23.153846153846153,0.038666083007855956,0.019333041503927978,0.9830868701474086,0.9830868701474086,0.4935897435897436,13,12
c2_tbr_leQ50_eps_per_min,g2_larger,5.780998547722907,5.712903560824738,3.231185580513916,3.439046109574591,-2.5498129672089913,0.03621308171077602,0.01810654085538801,0.9841800274887154,0.9841800274887154,0.5,13,12
c2_tbr_leQ50_n_episodes,g2_larger,56.76923076923077,56.0,31.5,33.5,-25.269230769230766,0.029326604543092907,0.014663302271546453,0.987243482665394,0.987243482665394,0.5192307692307692,13,12
c2_tbr_leQ33_n_episodes,g2_larger,51.92307692307692,58.0,27.083333333333332,24.5,-24.839743589743588,0.019271238387318743,0.009635619193659371,0.991682254049557,0.991682254049557,0.5576923076923077,13,12
c2_tbr_leQ33_eps_per_min,g2_larger,5.291294756875392,5.966685607578251,2.780684591102505,2.538241738319714,-2.510610165772887,0.017955077517354427,0.008977538758677213,0.9922599226633975,0.9922599226633975,0.5641025641025641,13,12
