calibration time (s),calibration tbr,calibration nai,condition 1 time (s),condition 1 tbr,condition 1 nai,condition 2 time (s),condition 2 tbr,condition 2 nai
1.9944969999999984,42.4162450038487,0.0,2.002769,39.039257745263036,0.0,2.007709,33.77266021609354,0.0
2.985604999999997,26.756309951308108,0.0,3.0133769999999975,52.828982432960224,0.0,3.023077,43.60402267512376,0.0
3.980086000000001,3.6459673826819743,0.19002789400278933,4.0043109999999995,38.00816952228645,0.0,4.005319999999999,1.6179774014946582,0.9999999999999999
4.982434000000003,4.656774466134097,0.0,5.012196999999998,2.638642908177486,0.639121338912134,4.9990090000000045,1.5028913428410886,0.9999999999999999
5.979950000000009,3.4657157640960974,0.23396094839609483,5.997046,3.565652656914697,0.20955369595536957,6.0017640000000005,1.385899658119871,0.9999999999999999
6.983333000000003,2.593360539037626,0.6635285913528592,7.001598999999995,3.0254917577976776,0.41457461645746163,6.999161000000002,0.6864591578764252,0.9999999999999999
7.986886999999996,2.0928503562539675,0.9999999999999999,8.013194000000004,1.2848465015060018,0.9999999999999999,7.990302000000013,0.46628467828050213,0.9999999999999999
8.988233000000017,1.9704864131679733,0.9999999999999999,8.996273000000013,1.0794072241978698,0.9999999999999999,8.997664000000015,0.47030453874601524,0.9999999999999999
9.983844000000035,2.5028386389603408,0.7269874476987447,9.994120000000018,1.5880833838450181,0.9999999999999999,9.995536000000014,0.5357440959217257,0.9999999999999999
10.973261000000033,3.2653131235457744,0.30718270571827055,11.000809000000032,1.4187302602721472,0.9999999999999999,10.990298000000013,0.4832676491755083,0.9999999999999999
11.986139000000042,2.5139382564505985,0.7269874476987447,11.987118000000052,1.7198402861137259,0.9999999999999999,12.004295000000017,0.4320077032176605,0.9999999999999999
12.970512000000047,1.8847262433588678,0.9999999999999999,12.989971000000057,2.493650239596883,0.7318688981868898,12.991008000000015,0.29540220843647447,0.9999999999999999
13.972655000000055,1.788735511984865,0.9999999999999999,13.987333000000076,2.8547966874988395,0.5366108786610879,13.980429000000022,0.22615977696873218,0.9999999999999999
14.973528000000067,1.8640421748067613,0.9999999999999999,15.008425000000086,2.0759954261415237,0.9999999999999999,14.980489000000027,0.38496464965640503,0.9999999999999999
15.966389000000078,1.888628570167476,0.9999999999999999,15.983853000000094,1.2236014573135914,0.9999999999999999,15.977362000000019,0.34656956101793024,0.9999999999999999
16.965888000000064,1.906447142697637,0.9999999999999999,16.99261800000007,0.7566064137204694,0.9999999999999999,16.970622000000006,0.2608850375309329,0.9999999999999999
17.96425200000004,2.616349769628888,0.6488842398884239,17.985053000000065,1.0632441292614334,0.9999999999999999,17.97105099999997,0.2241607755387435,0.9999999999999999
18.958787000000054,3.218888251373758,0.32182705718270566,18.979877000000016,1.2493077659110017,0.9999999999999999,18.977375999999953,0.6802766977047519,0.9999999999999999
19.959414000000034,2.63359685278743,0.639121338912134,19.981263999999953,0.9110857250676946,0.9999999999999999,19.971437999999928,1.626984620665073,0.9999999999999999
20.962780999999996,2.7744335242549987,0.5951882845188284,20.981148999999938,0.5742451646701552,0.9999999999999999,20.975318999999878,0.7812469298536185,0.9999999999999999
21.95608399999998,2.9458635854521042,0.4682705718270571,21.97230999999993,0.4082430247914463,0.9999999999999999,21.962714999999854,0.7252009571504303,0.9999999999999999
22.95460499999997,2.2162564516918577,0.9341004184100418,22.9672509999999,0.5533864960816527,0.9999999999999999,22.967707999999796,0.4787494108304559,0.9999999999999999
